user_id,count
17412431247958,16
4479399106,15
4295048131,15
3131079076,14
4293755499,14
4295434581,13
4293593501,13
4293626784,11
4328915708,10
4295434596,10
4293593512,9
17554162428536,9
10091988,9
4293593516,8
16429630,7
4299118879,7
4056464186,7
172884788310765,7
15606932714048,6
4410659835,6
20962236,6
85790234970522,5
4311126283,5
4311126337,5
12753453355044,5
4311159704,5
4305429028,5
3093283464,5
19918402577504,5
4311159666,5
4295434576,5
4030094655,5
15859580178981,5
4293755474,5
5224543,4
4120836381,4
4153942474,4
4204935877,4
3335039623,4
4004535779,4
9242098265624,4
3498963368,4
3665275289,4
3996939682,4
4150366860,3
4476110282,3
9672523,3
227464694206069,3
4009929986,3
3780530900,3
211459277758781,3
11528031253034,3
7849090127362,3
4461622997,3
16745602189942,3
3091833597,3
10838255,3
12474116848256,3
1963790,3
90576500109474,3
4084245075,3
2820722997,3
8048022766130,2
4448427262,2
15210941,2
184917199503427,2
4450022480,2
12823027270746,2
3051105351,2
8201899995680,2
232050133912889,2
15862210771532,2
3671495199,2
9985245,2
19966797,2
15855177075255,2
3517083955,2
10659150043782,2
14149828378690,2
3018557859,2
1938620960,2
8382591859786,2
15923333721665,2
3449790730,2
3662951,2
84650645268600,2
3665187709,2
3355409130,2
4310666454,2
15909141224978,2
15866459406892,2
15859121946660,2
95096253585548,2
15923928270913,2
7571703,2
20010460549772,2
11671018425466,2
8222506919966,2
3708035752,2
10956368545414,2
3775908,2
16275288,2
3702049546,2
2532057635,2
3682958048,2
9836193503750,2
10987553458724,2
4496520779,2
1954819289,2
4473388579,2
121340802242741,2
4205908,2
3722885730,2
4464389542,2
9445468,2
3537388179,2
223205825486186,2
4439911966,2
5519620,2
3605834458,1
4139911571,1
19510535,1
3565020051,1
5584028,1
232050133908496,1
9142695,1
4361493147,1
3909933792,1
4069417370,1
5854086,1
4488199179,1
4238873308,1
4116247046,1
12827465380960,1
3017457,1
4467178974,1
4435076274,1
3393981324,1
7885955,1
3877755152,1
172530894368014,1
4263054154,1
14004588757072,1
4225911709,1
8488821492804,1
214624743298522,1
213582644222948,1
15904543752740,1
15904133926436,1
12188018373664,1
3951838661,1
17228404399734,1
4410525998,1
16284686,1
17156543156866,1
15909365794323,1
15483018,1
3706557286,1
4431015091,1
4414188151,1
15879766865432,1
12788422,1
16628099034714,1
4156551821,1
4036958018,1
21112334,1
2565493930,1
4380818298,1
13444272015002,1
17476241,1
17021389101378,1
15913892686865,1
8621001,1
16180894750338,1
7585052149814,1
12824294953068,1
15914843205708,1
15858535686694,1
10775068543594,1
12827385398916,1
3873563296,1
4129403209,1
3477928343,1
3623930654,1
3584678811,1
17815370,1
4499848359,1
4423622285,1
5096620,1
17467903,1
15838042477116,1
87319924418908,1
21954482,1
4243061692,1
3052523884,1
5049006,1
8286733639198,1
16566508753000,1
4177615634,1
4477990414,1
3190354614,1
15909675868179,1
88803861004684,1
3862954362,1
4486960806,1
4422113930,1
4479335672,1
15866448809005,1
4028091950,1
2833750836,1
4469812408,1
238431457561654,1
4042385322,1
119722598095126,1
1081855,1
4457139488,1
10630256108114,1
4311014554,1
4499229953,1
4132997764,1
231332882181177,1
429695,1
4331761998,1
15912613697578,1
2932978895,1
4486464545,1
12824175449730,1
8438959451144,1
4447065505,1
3697867284,1
15436050165802,1
17505227938402,1
15914265439249,1
12823658093162,1
16737782675092,1
16406012503666,1
3936555316,1
3001822147,1
15910026480659,1
4473316828,1
15858427580455,1
224500283284070,1
1294492,1
18326924225286,1
15918241335324,1
2826523717,1
247697329418790,1
9958490,1
4118999574,1
12414689,1
16618269973138,1
3081580853,1
11827839492138,1
4283284270,1
3608957820,1
8444097031770,1
8685213774878,1
219598848924286,1
17049341600354,1
16053151,1
7862963139158,1
20057067,1
3496231436,1
3012034945,1
229801711028414,1
15479974,1
15879057042456,1
7693867,1
3939850853,1
4015683190,1
4263029252,1
4467510849,1
3933975354,1
1369930,1
8014660,1
4227740209,1
4445525363,1
4499238048,1
7469872579104,1
15946488356356,1
8574529912380,1
4443958940,1
4405539327,1
4496829890,1
19878448553616,1
16917000603750,1
82964342268006,1
7538719091210,1
2916160156,1
4401535975,1
3965052602,1
2034304339,1
17314578424476,1
1892179533,1
88270712312072,1
3287815130,1
15913278707755,1
224542074422281,1
4300864123,1
4133958034,1
15866382829100,1
2568329961,1
4431714002,1
14131015204430,1
89329624367394,1
226115989658654,1
3782867919,1
4403960247,1
12557965,1
121345796661429,1
249372293648226,1
14714741929518,1
14049897155146,1
3771427325,1
4012525499,1
3977713430,1
88369666275720,1
3904062203,1
3901113012,1
3853671364,1
4487945554,1
6500909,1
3052246028,1
4484881879,1
15862465632332,1
4490702057,1
19701362076800,1
8131824501848,1
3615114060,1
15792171251784,1
1983882456,1
19146040,1
3006773923,1
17880766384254,1
4295316418,1
4427623692,1
7687412099664,1
5417017,1
3692034625,1
4072409769,1
3789120236,1
3805307785,1
17518565911812,1
4463914649,1
4490519679,1
8194558291994,1
17102598056606,1
19522646776444,1
221462188998724,1
12479462,1
16982434048636,1
4177443564,1
17208147,1
4472243279,1
9282164619320,1
4428045576,1
10949829940782,1
6528025,1
3132928818,1
3513961381,1
1974677218,1
15837853139517,1
83332506292374,1
4471809498,1
17275656782984,1
4463563973,1
3458808756,1
12829045263890,1
16488666632278,1
4234631450,1
4472059340,1
3904197371,1
85937532818228,1
20167622,1
15881226819608,1
2990340788,1
15909517420562,1
15880055084056,1
2423903274,1
6586693,1
20218926,1
13208033335922,1
